Phase Formation,Alloy,Dmax
BMG,Ti4Zr44Cu36Al8Ag8,5
BMG,Zr26Ti10Cu8Ni8Be20Y4Mg24,5
BMG,Zr36Nb12Cu10Ni6Fe2Be20Y2Mg12,5
BMG,Zr36Nb12Cu10Ni8Be20Y2Mg12,5
BMG,Zr40Ti15Cu11Ni11Be21.5Y1Mg0.5,5
BMG,Zr41Ti14Cu12.5Ni8Be22.5C2,5
BMG,Zr50Cu40Ag10,5
BMG,Zr53Al14Ni10Cu19Y4,5
BMG,Zr54Al15Ni10Cu19Y2,5
BMG,Zr55Al20Co20Cu5,5
BMG,Zr64Al10.1Cu11.7Ni14.2,5
BMG,Zr61.5Al10.7Cu13.65Ni14.15,5.5
BMG,(Cu0.5Zr0.425Ti0.075)99Si1,6
BMG,(Cu0.5Zr0.425Ti0.075)99Sn1,6
BMG,Ca45Mg25Cu30,6
BMG,Ca47.5Mg22.5Cu30,6
BMG,Ca47Mg19Zn7Cu27,6
BMG,Ca58Mg18Cu24,6
BMG,Ca60Mg15Zn25,6
BMG,Ca65Mg15Zn20,6
BMG,Cu45Zr45Ag10,6
BMG,Cu46.4Ag11.6Zr35Ti7,6
BMG,Cu47Ti33Zr11Si1Ni6Sn2,6
BMG,Cu47Zr43Al7Be3,6
BMG,Cu54Ag6Zr33Ti7,6
BMG,Cu54Zr36Ag10,6
BMG,Fe49Cr15Mo14C15B6Er1,6
BMG,Fe58Cr5Mo14Er2C15B6,6
BMG,Fe66Co10Mo4(P0.45C0.2B0.2Si0.15)20,6
BMG,Fe69Mo3Y6B22,6
BMG,La62.5Al12.5Ag5Cu15Fe5,6
BMG,La62.5Al12.5Ag5Cu20,6
BMG,Mg64.5Cu24.5Gd11,6
BMG,Mg65.5Cu25.5Gd9,6
BMG,Mg65Cu15Ag10Er10,6
BMG,Ti40Zr10Cu36Pd14,6
BMG,Ti40Zr10Cu38Pd12,6
BMG,Ti41.5Zr2.5Hf5Cu37.5Ni7.5Si1Sn5,6
BMG,Ti50Zr15Cu9Ni8Be18,6
BMG,Ti55Zr10Cu9Ni8Be18,6
BMG,Zr63.5Al10.7Cu10.7Ni15.1,6
BMG,Zr65Al7.5Ni10Cu7.5Pd10,6
BMG,Zr70Al8Cu16Ni6,6
BMG,Fe68Mo4Y6B22,6.5
BMG,Zr63Al11.4Cu9.3Ni16.3,6.5
BMG,(Cu0.5Zr0.425Ti0.075)98.8Sn0.6Si0.6,7
BMG,Ca53Mg23Cu24,7
BMG,Cu43Zr40Ag7Ti10,7
BMG,Cu45Zr45Ag7Al3,7
BMG,Fe48Cr15Mo14C15B6Y2,7
BMG,La62.5Al12.5Ag5Cu17.5Fe2.5,7
BMG,Mg69Ni15Gd10Ag6,7
BMG,Pd79Cu2Ag4Si10P5,7
BMG,Mg65Cu15Ag10Gd10,7.5
BMG,Zr62.5Al12.1Cu7.95Ni17.45,7.5
BMG,(Fe60Cr10Mo9C13B6Er2)98Al2,8
BMG,(Fe60Cr10Mo9C13B6Er2)98Be2,8
BMG,(Fe60Cr10Mo9C13B6Er2)98Ni2,8
BMG,Ca50Mg20Cu30,8
BMG,Ca50Mg25Zn15Cu10,8
BMG,Ca55Mg25Cu20,8
BMG,Ce65Al10Cu20Co5,8
BMG,Ce68Al10Cu20Nb2,8
BMG,Ce69.8Al10Cu20Co0.2,8
BMG,Cu36.4Mg27.2Ca36.4,8
BMG,Cu36.4Mg31.8Ca31.8,8
BMG,Cu43Zr43Al7Ag7,8
BMG,Cu45Zr45Ag3Al7,8
BMG,Cu46Zr45Al7Y2,8
BMG,Cu49Zr36Ag10Ti5,8
BMG,Er50Al24Co20Y6,8
BMG,Fe45Co3Cr15Mo14C15B6Y2,8
BMG,Fe48Cr15Mo14Er2C15B6,8
BMG,Fe56Mn5Cr7Mo12Er2C12B6,8
BMG,Fe60Cr10Mo9C10B6Er2Ni3,8
BMG,Fe60Cr10Mo9C13B6Er2,8
BMG,Hf51Cu27.75Ni9.25Al12,8
BMG,La57.6Al17.5(CuNi)24.9,8
BMG,La59.6Al16.6(CuNi)23.8,8
BMG,La60.5Al16.3(CuNi)23.2,8
BMG,La62.5Al12.5Ag5Cu17.5Co2.5,8
BMG,La62Al14Cu20Ag4,8
BMG,Mg58.5Cu30.5Gd11,8
BMG,Mg60.5Cu28.5Gd11,8
BMG,Mg65Cu15Ag10Y4Gd6,8
BMG,Mg65Cu25Gd10,8
BMG,Ti40Zr25Ni8Cu9Be18,8
BMG,Zr48Nb8Cu12Fe8Be24,8
BMG,Zr48Nb8Cu14Ni12Be18,8
BMG,Zr70Al8Cu11Ni11,8
BMG,Zr70Al8Cu6Ni16,8
BMG,Ca50Mg25Cu25,9
BMG,Cu45Zr45Ag5Al5,9
BMG,Fe43Co5Cr15Mo14C15B6Y2,9
BMG,La55Al25Ni5Cu10Co5,9
BMG,La62.5Al12.5Ag5Cu15Co5,9
BMG,Mg58.5Cu30.5Y11,9
BMG,Mg62.5Cu26.5Gd11,9
BMG,Mg65Cu15Ag10Y2Gd8,9
BMG,Mg65Cu7.5Ni7.5Ag5Zn5Y10,9
BMG,Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5,9.5
BMG,(Cu50Zr43Al7)99.5Si0.5,10
BMG,(Zr0.55Al0.20Co0.20Cu0.05)99Ag1,10
BMG,(Zr0.62Cu0.23Fe0.05Al0.10)97Ag3,10
BMG,Ca50Mg15Zn10Cu25,10
BMG,Ca50Mg20Zn5Cu25,10
BMG,Ca50Mg22.5Cu27.5,10
BMG,Ca60Mg17.5Zn22.5,10
BMG,Ca62.5Mg17.5Zn20,10
BMG,Ce68Al10Cu20Co2,10
BMG,Ce69.5Al10Cu20Co0.5,10
BMG,Ce69Al10Cu20Co1,10
BMG,Ce69Al10Cu20Nb1,10
BMG,Co48Cr15Mo14C15B6Er2,10
BMG,Cu44Zr44Ag6Al6,10
BMG,Cu46Zr42Al7Y5,10
BMG,Cu49Hf42Al9,10
BMG,Fe2Zr48Cu34Al8Ag8,10
BMG,Fe39Co9Cr15Mo14C15B6Y2,10
BMG,Hf47Cu29.25Ni9.75Al14,10
BMG,Hf48Cu29.25Ni9.75Al13,10
BMG,La32Ce32Al16Ni5Cu12Co3,10
BMG,La32Ce32Al16Ni5Cu15,10
BMG,La32Ce32Al16Ni5Cu5Co10,10
BMG,La32Ce32Al16Ni5Cu7Co8,10
BMG,La62Cu24Al10.5Mg3.5,10
BMG,La62Cu24Al10.8Mg3.2,10
BMG,La62Cu24Al9.8Mg4.2,10
BMG,La63.1Al15.2(CuNi)21.7,10
BMG,Mg57Cu31.5Y9.2Nd2.3,10
BMG,Mg65Cu15Ag5Pd5Gd10,10
BMG,Nb2Zr46Cu36Al8Ag8,10
BMG,Ti2Zr46Cu36Al8Ag8,10
BMG,Zr48Cu37Al7Ag8,10
BMG,Zr48Cu40Al7Ag5,10
BMG,Zr48Cu42Al7Ag3,10
BMG,Zr57Ti5Al10Cu20Ni8,10
BMG,Zr70Al8Cu13.5Ni8.5,10
BMG,La61.4Al15.9(CuNi)22.7,10.5
BMG,La62.0Al15.6(CuNi)22.4,11
BMG,Mg65Cu7.5Ni7.5Ag5Zn5Gd10,11
BMG,(Cu50Zr43Al7)99Si1,12
BMG,(Cu50Zr50)92Al7Gd1,12
BMG,Cu42Zr42Ag8Al8,12
BMG,Cu43Zr43Al7Be7,12
BMG,La32Ce32Al16Ni5Cu10Co5,12
BMG,La62Cu12Ni12Al14,12
BMG,Mg57Cu31.5Y8Nd3.5,12
BMG,Mg61Cu28Gd11,12
BMG,Zr48Cu43Al7Ag2,12
BMG,Mg65Cu7.5Ni7.5Ag5Zn5Gd7.5Y2.5,13
BMG,(Zr0.55Al0.20Co0.20Cu0.05)93Ag7,14
BMG,Mg57Cu31Y6.6Nd5.4,14
BMG,Mg65Cu7.5Ni7.5Ag5Zn5Gd5Y5,14
BMG,Au6Zr48Cu30Al8Ag8,15
BMG,Cu34Zr50Ag8Al8,15
BMG,Cu40Zr44Ag8Al8,15
BMG,Hf6Zr42Cu36Al8Ag8,15
BMG,(Zr0.55Al0.20Co0.20Cu0.05)95Ag5,16
BMG,(Zr0.55Al0.20Co0.20Cu0.05)97Ag3,16
BMG,Fe41Co7Cr15Mo14C15B6Y2,16
BMG,La62Al14(Cu5Ag1)12(Ni1Co1)12,16
BMG,La62Al14(Cu5Ag1)16(Ni1Co1)8,16
BMG,La62Al14(Cu5Ag1)20(Ni1Co1)4,16
BMG,Zr65Al7.5Cu17.5Ni10,16
BMG,Au2Zr48Cu34Al8Ag8,20
BMG,Au4Zr48Cu32Al8Ag8,20
BMG,Cu38Zr46Ag8Al8,20
BMG,Hf4Zr44Cu36Al8Ag8,20
BMG,La62Al14(Cu5Ag1)14(Ni1Co1)10,20
BMG,Pd6Zr48Cu30Al8Ag8,20
BMG,Zr46Cu37.64Ag8.36Al8,20
BMG,Hf2Zr46Cu36Al8Ag8,25
BMG,Ni2Zr48Cu34Al8Ag8,25
BMG,Ni6Zr48Cu30Al8Ag8,25
BMG,Pd40Ni40P20,25
BMG,Pd4Zr48Cu32Al8Ag8,25
BMG,Y36Sc20Al24Co10Ni10,25
BMG,Y36Sc20Al24Co20,25
BMG,Zr48Cu36Al8Ag8,25
BMG,Zr41.2Ti13.8Cu12.5Ni10Be22.5,25
BMG,Mg59.5Cu22.9Ag6.6Gd11,27
BMG,Ni4Zr48Cu32Al8Ag8,30
BMG,Pd2Zr48Cu34Al8Ag8,30
BMG,Zr46Cu27.64Ag8.36Al8Be10,35
BMG,Zr46Cu31.64Ag8.36Al8Be6,35
